Date Live,Game ID,Grid Key,Answer Key,QA Link,Name,DB status,TS Difficulty Rating,Size,Dupe?,QA?,Notes,Win Rate Overall,New Player Win Rate,India WR,India NPWR
8/27,119,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0, 0, 3, 1, 1, 0, 0, 2, 2, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 4, 4, 4, 3, 0, 0, 0, 0, 0, 0, 4, 4, 4, 5, 5, 5, 0, 0, 0, 6, 4, 4, 4, 5, 5, 5, 0, 0, 6, 6, 6, 7, 7, 5, 5, 5, 0, 8, 8, 6, 0, 7, 7, 9, 9, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 17, 21, 35, 43, 58, 62, 74, 86, 90]",https://www.linkedin.com/games/queens/?puzzleId=119,"""Eagle in the Sky""",DB Game is good,Easy,10x10,Unique,TRUE,Hinter works,90.90%,59.00%,,
8/28,120,"[0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 3, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 1, 4, 2, 2, 2, 5, 3, 4, 4, 4, 4, 4, 6, 2, 5, 5, 5, 4, 7, 4, 6, 6, 6, 5, 5, 4, 4, 4, 4, 4, 6, 8, 5, 5, 5, 4, 5, 4, 8, 8, 8, 5, 5, 5, 5, 5, 5, 5, 8, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0, 12, 24, 28, 40, 52, 59, 71, 74]",https://www.linkedin.com/games/queens/?puzzleId=120,"""Gear Set""",DB Game is good,Easy-Medium,9x9,Unique,TRUE,Hinter works,88.30%,50.90%,,
8/29,121,"[0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 3, 1, 1, 1, 1, 4, 4, 4, 2, 0, 3, 1, 5, 5, 4, 4, 4, 4, 2, 0, 3, 5, 5, 4, 4, 4, 4, 4, 2, 0, 5, 5, 4, 4, 4, 4, 4, 6, 6, 5, 5, 4, 4, 4, 4, 4, 5, 6, 6, 5, 4, 4, 4, 4, 4, 5, 5, 7, 6, 5, 4, 4, 4, 4, 5, 5, 7, 7, 6, 5, 4, 4, 4, 5, 5, 7, 7, 8, 8, 5, 5, 5, 5, 5, 9, 9, 9, 8, 8]","[6, 14, 21, 33, 40, 58, 62, 77, 89, 95]",https://www.linkedin.com/games/queens/?puzzleId=121,"""Saw""",DB Game is good,Easy-Medium,10x10,Unique,TRUE,Hinter works,87.50%,46.70%,,
8/30,122,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 2, 2, 1, 1, 1, 3, 4, 2, 2, 2, 1, 5, 1, 6, 7, 2, 2, 2, 5, 5, 6, 6, 7, 7, 7, 2, 5, 5, 5, 5, 5, 5, 7, 2, 5, 2, 2, 2, 2, 2, 2, 2]","[4, 9, 21, 27, 39, 42, 54, 56]",https://www.linkedin.com/games/queens/?puzzleId=122,"""Intersection""",DB Game is good,Medium,8x8,Unique,TRUE,Hinter works,90.90%,61.10%,,
8/31,123,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 1, 3, 3, 0, 0, 4, 0, 2, 0, 0, 0, 3, 3, 0, 0, 4, 4, 0, 0, 0, 0, 3, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 7, 7, 8, 8, 0, 0, 0, 5, 6, 6, 7, 7, 8, 8, 0, 9, 9, 0, 0, 0, 7, 0, 0, 8, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]","[5, 13, 27, 30, 48, 51, 64, 72, 86, 99]",https://www.linkedin.com/games/queens/?puzzleId=123,"""P for Puzzle""",DB Game is good,Medium,10x10,Unique,TRUE,Hinter works,91.50%,48.30%,,
9/1,124,"[0, 0, 1, 1, 1, 2, 3, 3, 3, 4, 4, 0, 2, 1, 2, 2, 2, 3, 4, 4, 4, 4, 0, 2, 1, 1, 1, 2, 3, 3, 3, 4, 4, 0, 2, 2, 2, 1, 2, 3, 4, 4, 4, 4, 5, 2, 1, 1, 1, 2, 3, 3, 3, 4, 4, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 5, 2, 6, 6, 6, 2, 7, 7, 7, 2, 4, 5, 5, 6, 8, 6, 9, 9, 7, 2, 2, 4, 5, 5, 6, 6, 6, 9, 10, 7, 2, 2, 4, 5, 5, 6, 10, 10, 9, 10, 7, 2, 2, 2, 5, 5, 6, 10, 10, 10, 10, 7, 2, 2, 2]","[1, 21, 30, 37, 44, 64, 73, 80, 93, 101, 116]",https://www.linkedin.com/games/queens/?puzzleId=124,"""Sept""",DB Game is good,Medium,11x11,Unique,TRUE,Hinter works,86.70%,33.60%,,
9/2,125,"[0, 0, 0, 1, 1, 1, 1, 2, 0, 3, 3, 3, 1, 1, 2, 0, 0, 0, 3, 1, 4, 2, 2, 3, 3, 3, 1, 4, 5, 5, 3, 6, 6, 4, 4, 5, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[2, 13, 18, 22, 31, 35, 47]",https://www.linkedin.com/games/queens/?puzzleId=125,"""2""",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,94.60%,63.30%,,
9/3,126,"[0, 0, 1, 1, 1, 1, 1, 2, 0, 3, 3, 3, 1, 1, 1, 2, 0, 0, 0, 3, 4, 4, 4, 2, 0, 3, 3, 3, 4, 5, 4, 2, 6, 6, 6, 3, 4, 4, 4, 2, 6, 3, 3, 3, 7, 7, 4, 2, 6, 6, 6, 6, 4, 4, 4, 2, 6, 6, 6, 6, 6, 2, 2, 2]","[2, 8, 19, 29, 39, 44, 54, 57]",https://www.linkedin.com/games/queens/?puzzleId=126,"""Multiple""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,94.30%,60.00%,,
9/4,127,"[0, 0, 0, 0, 1, 1, 2, 2, 2, 0, 3, 3, 3, 3, 1, 1, 1, 2, 0, 3, 4, 4, 4, 4, 1, 1, 2, 0, 3, 4, 5, 5, 5, 5, 1, 6, 0, 3, 4, 5, 1, 1, 1, 1, 6, 0, 3, 4, 5, 5, 5, 5, 1, 7, 0, 3, 4, 4, 4, 4, 8, 8, 7, 0, 3, 3, 3, 3, 8, 8, 7, 7, 0, 0, 0, 0, 8, 8, 7, 7, 7]","[6, 9, 20, 35, 41, 48, 55, 70, 76]",https://www.linkedin.com/games/queens/?puzzleId=127,"""Magneto""",DB Game is good,Easy-Medium,9x9,Unique,TRUE,Hinter works,86.70%,43.20%,,
9/5,128,"[0, 0, 0, 1, 5, 5, 5, 5, 3, 0, 1, 1, 1, 5, 5, 3, 3, 3, 0, 0, 1, 1, 1, 3, 3, 3, 3, 4, 0, 2, 2, 2, 2, 6, 3, 6, 4, 4, 2, 8, 8, 2, 6, 6, 6, 4, 2, 2, 2, 8, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 2, 7, 2, 8, 8, 8, 8, 8, 8, 8, 7, 2, 2, 8, 8, 8, 8, 8, 7, 7]","[4, 11, 23, 28, 42, 45, 61, 66, 80]",https://www.linkedin.com/games/queens/?puzzleId=128,"""Submarine""",DB Game is good,Medium,9x9,Unique,TRUE,Hinter works,82.00%,44.40%,,
9/6,129,"[0, 0, 0, 1, 2, 2, 2, 3, 0, 1, 1, 1, 1, 1, 2, 3, 0, 0, 0, 1, 4, 4, 4, 3, 0, 5, 5, 5, 5, 4, 4, 3, 0, 5, 6, 3, 3, 3, 3, 3, 6, 6, 6, 3, 3, 3, 3, 3, 7, 6, 7, 3, 3, 3, 3, 3, 7, 7, 7, 3, 3, 3, 3, 3]","[5, 11, 22, 28, 32, 42, 55, 57]",https://www.linkedin.com/games/queens/?puzzleId=129,"""Piled Up""",DB Game is good,Medium,8x8,Duplicate,TRUE,Hinter works,89.30%,55.40%,,
9/7,130,"[8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 8, 8, 2, 3, 3, 3, 3, 1, 1, 4, 8, 2, 2, 2, 3, 3, 1, 1, 4, 4, 8, 8, 2, 5, 3, 1, 1, 6, 6, 6, 8, 8, 5, 5, 1, 1, 9, 9, 9, 6, 8, 8, 5, 1, 1, 9, 9, 9, 9, 6, 8, 8, 1, 1, 6, 9, 9, 0, 9, 6, 8, 1, 1, 6, 6, 6, 0, 0, 0, 6, 1, 1, 7, 7, 6, 6, 6, 0, 6, 6, 1, 7, 7, 6, 6, 6, 6, 6, 6, 6]","[6, 19, 21, 34, 48, 52, 67, 75, 83, 90]",https://www.linkedin.com/games/queens/?puzzleId=130,"""Percentage""",DB Game is good,Medium,10x10,Unique,TRUE,Hinter works,82.00%,33.70%,,
9/8,131,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 1, 1, 8, 3, 8, 8, 8, 10, 8, 9, 9, 9, 1, 3, 3, 3, 8, 10, 10, 10, 9, 5, 9, 1, 3, 3, 3, 8, 10, 6, 6, 9, 5, 9, 1, 3, 7, 3, 8, 10, 6, 10, 9, 5, 9, 1, 3, 3, 3, 8, 10, 10, 10, 9, 9, 9, 1, 3, 3, 3, 8, 10, 10, 10, 9, 9, 1, 1, 0, 3, 2, 8, 2, 10, 4, 2, 1, 1, 1, 0, 0, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4]","[7, 13, 22, 39, 53, 60, 67, 85, 92, 109, 113]",https://www.linkedin.com/games/queens/?puzzleId=131,"""DOG""",DB Game is good,Medium-Hard,11x11,Unique,TRUE,Hinter works,84.70%,37.50%,,
9/9,132,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 1, 3, 3, 2, 2, 0, 1, 4, 4, 3, 3, 2, 0, 0, 0, 4, 4, 2, 2, 0, 0, 5, 5, 6, 6, 2, 0, 0, 0, 5, 5, 6, 6]","[0, 12, 17, 22, 32, 37, 48]",https://www.linkedin.com/games/queens/?puzzleId=132,"""Glued""",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,93.70%,65.40%,,
9/10,133,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 7, 7, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4]","[0, 11, 22, 34, 37, 50, 57, 69, 80]",https://www.linkedin.com/games/queens/?puzzleId=133,"""Easy to Climb""",DB Game is good,Easy,9x9,Unique,TRUE,Hinter works,94.20%,59.10%,,
9/11,134,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 3, 0, 4, 9, 9, 9, 6, 6, 6, 2, 3, 0, 4, 9, 9, 9, 9, 6, 6, 7, 3, 0, 4, 8, 9, 9, 5, 6, 5, 7, 3, 0, 4, 8, 9, 8, 5, 5, 5, 7, 3, 0, 4, 8, 8, 8, 8, 5, 5, 7, 3, 0, 4, 8, 8, 8, 8, 5, 5, 7, 3, 0, 4, 4, 4, 4, 4, 4, 7, 7, 3, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3]","[0, 12, 28, 36, 43, 55, 61, 74, 87, 99]",https://www.linkedin.com/games/queens/?puzzleId=134,"""Jigsaw Puzzle""",DB Game is good,Easy-Medium,10x10,Unique,TRUE,Hinter works,90.50%,47.30%,,
9/12,135,"[0, 0, 0, 1, 1, 1, 2, 2, 0, 3, 0, 3, 1, 2, 2, 2, 0, 3, 3, 3, 1, 4, 4, 4, 0, 3, 3, 3, 1, 5, 5, 5, 0, 0, 3, 1, 1, 5, 3, 5, 0, 0, 3, 3, 3, 3, 3, 5, 0, 6, 3, 3, 3, 3, 3, 5, 6, 6, 3, 7, 7, 7, 3, 5]","[6, 8, 21, 26, 36, 47, 49, 59]",https://www.linkedin.com/games/queens/?puzzleId=135,"""Cat""",DB Game is good,Medium,8x8,Unique,TRUE,Hinter works,88%,55.50%,,
9/13,136,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 2, 3, 3, 3, 1, 1, 0, 0, 2, 2, 2, 4, 4, 1, 0, 0, 0, 5, 2, 4, 5, 0, 0, 0, 6, 5, 5, 4, 5, 7, 0, 0, 6, 5, 5, 5, 5, 7, 0, 0, 6, 6, 6, 6, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 10, 21, 27, 33, 44, 54, 56]",https://www.linkedin.com/games/queens/?puzzleId=136,"""Solution""",DB Game is good,Medium,8x8,Duplicate,TRUE,YES,90%,57.30%,,
9/14,137,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 1, 2, 3, 3, 3, 3, 3, 2, 0, 1, 2, 3, 4, 4, 5, 3, 2, 0, 1, 2, 3, 4, 4, 5, 3, 2, 0, 1, 2, 6, 5, 5, 5, 7, 8, 0, 1, 8, 6, 6, 6, 7, 7, 8, 0, 1, 8, 8, 8, 8, 8, 8, 8, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 16, 20, 32, 39, 51, 58, 64, 80]",https://www.linkedin.com/games/queens/?puzzleId=137,"""Top View of A Pyramid""",DB Game is good,Medium,9x9,Unique,TRUE,Hinter works,88.70%,46.20%,,
9/15,138,"[9, 9, 9, 9, 9, 5, 5, 3, 3, 2, 2, 9, 9, 9, 9, 9, 9, 5, 5, 3, 2, 2, 9, 9, 9, 9, 9, 9, 9, 3, 3, 4, 2, 9, 9, 9, 9, 9, 9, 9, 9, 1, 4, 4, 9, 9, 9, 9, 9, 9, 9, 9, 1, 1, 4, 6, 9, 9, 9, 9, 9, 9, 9, 9, 1, 1, 6, 6, 6, 9, 9, 9, 9, 9, 9, 9, 9, 0, 6, 6, 6, 9, 9, 9, 9, 9, 9, 9, 0, 0, 10, 7, 7, 9, 9, 9, 9, 9, 9, 8, 0, 10, 10, 7, 10, 9, 9, 9, 9, 9, 8, 8, 8, 10, 10, 10, 9, 9, 9, 9, 9]","[6, 20, 29, 43, 52, 59, 68, 77, 91, 104, 111]",https://www.linkedin.com/games/queens/?puzzleId=138,"""The Fight of the Century""",DB Game is good,Medium,11x11,Unique,TRUE,Hinter works,89.90%,41.60%,,
9/16,139,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 2, 2, 2, 2, 1, 0, 2, 3, 3, 3, 2, 4, 0, 2, 2, 2, 2, 2, 4, 0, 0, 0, 5, 6, 4, 4, 0, 0, 5, 5, 6, 6, 6]","[0, 12, 15, 24, 34, 39, 44]",https://www.linkedin.com/games/queens/?puzzleId=139,"""Mandalore""",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,95.60%,64.20%,,
9/17,140,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 3, 3, 3, 4, 1, 1, 1, 1, 0, 2, 1, 1, 1, 4, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 5, 6, 1, 0, 2, 1, 1, 1, 1, 1, 1, 6, 1, 0, 2, 7, 7, 7, 7, 7, 1, 6, 1, 0, 0, 0, 0, 0, 0, 8, 1, 6, 1, 0, 0, 0, 0, 0, 0, 8, 1, 1, 1, 0, 0, 0, 0, 9, 9, 9, 1, 1, 1]","[0, 19, 22, 35, 47, 51, 63, 78, 86, 94]",https://www.linkedin.com/games/queens/?puzzleId=140,"""Road""",DB Game is good,Very Easy,10x10,Unique,TRUE,Hinter works,94.50%,57.60%,,
9/18,141,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 1, 1, 3, 0, 3, 2, 2, 0, 4, 1, 1, 1, 3, 3, 3, 3, 3, 2, 0, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 0, 5, 1, 5, 1, 3, 3, 3, 3, 3, 2, 0, 5, 5, 5, 5, 6, 3, 6, 3, 2, 2, 0, 5, 5, 5, 6, 6, 6, 6, 6, 7, 8, 0, 5, 5, 5, 5, 6, 6, 6, 7, 7, 8, 0, 5, 9, 5, 6, 6, 6, 6, 6, 7, 8, 8, 9, 9, 9, 9, 6, 10, 6, 7, 7, 7, 7]","[10, 14, 30, 33, 50, 57, 70, 86, 95, 100, 115]",https://www.linkedin.com/games/queens/?puzzleId=141,"""Hashtag""",DB Game is good,Easy,11x11,Unique,TRUE,Hinter works,89.60%,44.60%,,
9/19,142,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 3, 0, 0, 2, 2, 2, 2, 2, 2, 3, 0, 0, 4, 5, 6, 6, 6, 6, 3, 0, 0, 4, 5, 8, 6, 8, 6, 8, 0, 0, 4, 5, 8, 8, 8, 8, 8, 0, 0, 4, 5, 8, 8, 8, 8, 8, 0, 5, 4, 5, 8, 7, 7, 7, 7, 8, 5, 5, 5, 8, 8, 8, 8, 8, 8]","[8, 11, 23, 34, 40, 46, 57, 69, 72]",https://www.linkedin.com/games/queens/?puzzleId=142,"""Car Chase""",DB Game is good,Easy-Medium,9x9,Unique,TRUE,Hinter works,93.20%,51.60%,,
9/20,143,"[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 3, 1, 1, 1, 2, 2, 0, 0, 3, 3, 3, 1, 5, 2, 2, 0, 0, 0, 3, 8, 5, 5, 5, 2, 0, 0, 6, 8, 8, 8, 5, 7, 2, 0, 6, 6, 6, 8, 4, 7, 7, 7, 0, 0, 6, 0, 4, 4, 4, 7, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 13, 20, 33, 39, 46, 61, 68, 72]",https://www.linkedin.com/games/queens/?puzzleId=143,"""Positive Thinking""",DB Game is good,Medium,9x9,Unique,TRUE,Hinter works,90.10%,48.30%,,
9/21,144,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 2, 0, 2, 2, 2, 2, 3, 5, 9, 9, 9, 0, 0, 0, 0, 2, 3, 5, 5, 5, 9, 0, 0, 0, 0, 2, 3, 5, 9, 9, 9, 1, 1, 1, 0, 2, 3, 5, 5, 5, 9, 1, 6, 6, 6, 3, 3, 3, 9, 9, 9, 1, 1, 1, 6, 3, 7, 3, 7, 8, 7, 1, 6, 6, 6, 3, 7, 3, 7, 8, 7, 1, 1, 1, 6, 3, 7, 7, 7, 7, 7, 4, 6, 6, 6]","[0, 13, 28, 35, 47, 59, 62, 74, 81, 96]",https://www.linkedin.com/games/queens/?puzzleId=144,"""Locked Es""",DB Game is good,Medium,10x10,Unique,TRUE,Hinter works,87.40%,36.40%,,
9/22,145,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 2, 2, 7, 3, 6, 6, 5, 4, 4, 2, 7, 7, 6, 6, 5, 5, 5, 4, 2, 2, 7, 8, 6, 8, 5, 8, 4, 8, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[7, 9, 22, 35, 41, 47, 60, 64, 75]",https://www.linkedin.com/games/queens/?puzzleId=145,"""Mechanical Watch""",DB Game is good,Medium-Hard,9x9,Unique,TRUE,Hinter works,85.80%,34.30%,,
9/23,146,"[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 0, 0, 0, 4, 1, 2, 5, 3, 3, 0, 4, 4, 4, 5, 5, 3, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6, 0, 0, 7, 0, 0, 0, 6, 6, 6, 7, 7, 0, 0, 0, 0, 0, 0, 0, 7]","[7, 8, 18, 29, 33, 44, 54, 59]",https://www.linkedin.com/games/queens/?puzzleId=146,"""Too Many""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,93.80%,60.00%,,
9/24,147,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 3, 0, 1, 1, 2, 2, 8, 8, 3, 3, 0, 3, 3, 3, 3, 8, 8, 3, 3, 0, 3, 5, 5, 3, 6, 6, 3, 3, 0, 3, 5, 5, 3, 6, 6, 3, 3, 0, 3, 3, 3, 7, 7, 4, 4, 3, 0, 3, 3, 3, 7, 7, 4, 4, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3]","[0, 12, 19, 33, 38, 50, 61, 67, 80]",https://www.linkedin.com/games/queens/?puzzleId=147,"""2x2x2""",DB Game is good,Easy,9x9,Unique,TRUE,Hinter works,91.70%,53.10%,,
9/25,148,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 3, 3, 4, 4, 0, 1, 2, 2, 3, 3, 4, 4, 0, 1, 1, 3, 3, 3, 3, 0, 0, 5, 1, 6, 6, 6, 6, 0, 0, 5, 6, 6, 5, 5, 6, 6, 0, 5, 6, 5, 5, 7, 7, 6, 0, 5, 5, 5, 5, 5, 7, 7, 0]","[7, 10, 21, 27, 33, 46, 52, 56]",https://www.linkedin.com/games/queens/?puzzleId=148,"""Ant""",DB Game is good,Easy-Medium,8x8,Unique,TRUE,,89.50%,47.50%,,
9/26,149,"[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 4, 1, 4, 3, 3, 0, 5, 4, 4, 4, 3, 3, 5, 5, 5, 4, 4, 3, 5, 5, 5, 5, 5, 4, 5, 5, 5, 6, 5, 5, 5]","[6, 11, 16, 21, 33, 36, 45]",https://www.linkedin.com/games/queens/?puzzleId=149,"""Pyramid"" ",DB Game is good,Easy-Medium,7x7,Unique,FALSE,Hinter works,93.20%,53.40%,,
9/27,150,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 9, 9, 0, 0, 0, 0, 0, 2, 9, 8, 8, 8, 9, 9, 0, 0, 0, 2, 2, 8, 8, 10, 8, 8, 9, 9, 0, 0, 2, 8, 8, 8, 10, 8, 8, 8, 9, 0, 0, 5, 8, 8, 8, 10, 10, 10, 8, 6, 0, 0, 5, 8, 8, 8, 8, 8, 8, 8, 6, 0, 0, 5, 5, 8, 8, 8, 8, 8, 7, 6, 0, 3, 3, 5, 5, 8, 8, 8, 7, 7, 0, 0, 3, 3, 3, 5, 1, 1, 1, 1, 0, 0, 0, 3, 3, 3, 3, 3, 4, 4, 1, 0, 0, 0]","[10, 18, 24, 38, 47, 64, 67, 85, 88, 103, 116]",https://www.linkedin.com/games/queens/?puzzleId=150,"""Queen's Time""",DB Game is good,Easy-Medium,11x11,Unique,TRUE,,87.60%,39.70%,,
9/28,151,"[0, 0, 0, 0, 1, 1, 2, 2, 0, 3, 3, 0, 1, 4, 4, 2, 3, 3, 3, 3, 1, 4, 4, 2, 3, 3, 3, 3, 3, 3, 2, 2, 5, 5, 3, 3, 3, 3, 3, 3, 5, 6, 3, 3, 3, 3, 3, 3, 5, 6, 3, 3, 7, 3, 3, 7, 5, 5, 3, 3, 7, 7, 7, 7]","[2, 14, 20, 31, 32, 43, 49, 61]",https://www.linkedin.com/games/queens/?puzzleId=151,"""U-Profile""",DB Game is good,Medium-Hard,8x8,Unique,TRUE,,92.50%,57.40%,,
9/29,152,"[0, 0, 8, 8, 2, 2, 2, 2, 2, 2, 0, 0, 0, 8, 8, 3, 2, 2, 2, 2, 4, 0, 0, 0, 8, 3, 3, 2, 2, 7, 4, 4, 0, 0, 0, 3, 2, 2, 7, 7, 2, 6, 6, 0, 2, 2, 2, 7, 7, 7, 2, 6, 6, 6, 2, 2, 5, 5, 7, 7, 2, 2, 6, 2, 2, 5, 5, 5, 7, 7, 2, 2, 2, 2, 1, 5, 5, 5, 5, 5, 2, 2, 2, 9, 1, 1, 1, 5, 5, 5, 2, 2, 9, 9, 9, 1, 1, 5, 5, 5]","[8, 14, 26, 30, 43, 51, 69, 77, 85, 92]",https://www.linkedin.com/games/queens/?puzzleId=152,"""Excalibur""",DB Game is good,Hard,10x10,Unique,TRUE,,79.00%,39.80%,,
9/30,153,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 3, 1, 0, 1, 2, 1, 4, 4, 1, 1, 0, 1, 2, 1, 1, 1, 1, 5, 1, 1, 2, 1, 1, 6, 6, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 7]","[6, 12, 18, 24, 35, 41, 53, 63]",https://www.linkedin.com/games/queens/?puzzleId=153,"""Giant Snake""",DB Game is good,Very Easy,8x8,Unique,TRUE,YES,96.60%,65.50%,,
10/1,154,"[0, 0, 1, 1, 1, 2, 2, 2, 0, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 4, 3, 1, 1, 3, 4, 4, 5, 5, 3, 6, 1, 3, 4, 4, 4, 4, 3, 6, 7, 3, 4, 4, 4, 4, 3, 6, 7, 3, 3, 3, 3, 3, 3, 6]","[1, 14, 20, 26, 37, 47, 48, 59]",https://www.linkedin.com/games/queens/?puzzleId=154,"""Home""",DB Game is good,Easy,8x8,Unique,TRUE,,87.40%,52.80%,,
10/2,155,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 2, 0, 1, 8, 8, 1, 1, 0, 2, 2, 4, 1, 8, 1, 1, 1, 0, 2, 4, 4, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 1, 5, 1, 1, 3, 7, 7, 3, 1, 5, 5, 5, 1, 3, 7, 6, 3, 1, 1, 5, 1, 1, 6, 6, 6, 3]","[0, 14, 21, 28, 40, 53, 60, 65, 79]",https://www.linkedin.com/games/queens/?puzzleId=155,"""4x4""",DB Game is good,Easy-Medium,9x9,Unique,TRUE,,91.30%,56.90%,,
10/3,156,"[0, 0, 6, 0, 0, 0, 0, 2, 0, 6, 6, 6, 0, 0, 2, 2, 0, 0, 6, 0, 0, 3, 2, 3, 0, 0, 0, 0, 4, 3, 3, 3, 0, 0, 0, 4, 4, 4, 3, 3, 0, 0, 5, 4, 7, 3, 3, 3, 0, 5, 5, 7, 7, 3, 1, 1, 5, 5, 7, 7, 1, 1, 1, 1]","[7, 9, 21, 24, 36, 42, 54, 59]",https://www.linkedin.com/games/queens/?puzzleId=156,"""Pyramid of the Sun""",DB Game is good,Medium,8x8,Unique,TRUE,,87.30%,51.50%,,
